Type                                  Module                      Label             Process   
trigger::TriggerFilterObjectWithRefs   "hltEle23Ele12CaloIdLTrackIdLIsoVLHELeg1Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle23Ele12CaloIdLTrackIdLIsoVLHELeg1L1TauJetSeededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle23Ele12CaloIdLTrackIdLIsoVLHELeg2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle23Ele12CaloIdLTrackIdLIsoVLHELeg2L1TauJetSeededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle23Ele12CaloIdLTrackIdLIsoVLHcalIsoLeg1Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle23Ele12CaloIdLTrackIdLIsoVLHcalIsoLeg1L1TauJetSeededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle23Ele12CaloIdLTrackIdLIsoVLHcalIsoLeg2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle23Ele12CaloIdLTrackIdLIsoVLHcalIsoLeg2L1TauJetSeededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle23Ele12CaloIdLTrackIdLIsoVLL1MatchL1TauJetSeededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle23Ele12CaloIdLTrackIdLIsoVLOneOEMinusOneOPLeg1Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle23Ele12CaloIdLTrackIdLIsoVLOneOEMinusOneOPLeg1L1TauJetSeededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle23Ele12CaloIdLTrackIdLIsoVLOneOEMinusOneOPLeg2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle23Ele12CaloIdLTrackIdLIsoVLOneOEMinusOneOPLeg2L1TauJetSeededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle23Ele12CaloIdLTrackIdLIsoVLPixelMatchLeg1Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle23Ele12CaloIdLTrackIdLIsoVLPixelMatchLeg1L1TauJetSeededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle23Ele12CaloIdLTrackIdLIsoVLPixelMatchLeg2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle23Ele12CaloIdLTrackIdLIsoVLPixelMatchLeg2L1TauJetSeededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle23Ele12CaloIdLTrackIdLIsoVLTrackIsoLeg1Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle23Ele12CaloIdLTrackIdLIsoVLTrackIsoLeg1L1TauJetSeededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle23Ele12CaloIdLTrackIdLIsoVLTrackIsoLeg2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle23Ele12CaloIdLTrackIdLIsoVLTrackIsoLeg2L1TauJetSeededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle23EtFilter"          ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle23HEFilter"          ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle23NoIsoPFJet30EleCleaned"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle23PFJet30EleCleaned"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24Ele22WPLooseGsfleg1Chi2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24Ele22WPLooseGsfleg1DetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24Ele22WPLooseGsfleg1DphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24Ele22WPLooseGsfleg1MissingHitsFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24Ele22WPLooseGsfleg1OneOESuperMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24Ele22WPLooseGsfleg1TrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24Ele22WPLooseGsfleg2Chi2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24Ele22WPLooseGsfleg2DetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24Ele22WPLooseGsfleg2DphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24Ele22WPLooseGsfleg2MissingHitsFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24Ele22WPLooseGsfleg2OneOESuperMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24Ele22WPLooseGsfleg2TrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24Ele22WPLooseleg1ClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24Ele22WPLooseleg1EcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24Ele22WPLooseleg1HEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24Ele22WPLooseleg1HcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24Ele22WPLooseleg1PixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24Ele22WPLooseleg2ClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24Ele22WPLooseleg2EcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24Ele22WPLooseleg2HEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24Ele22WPLooseleg2HcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24Ele22WPLooseleg2PixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24Ele22leg1EtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24Ele22leg2EtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24WPLooseL1IsoEG22erIsoTau26erClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24WPLooseL1IsoEG22erIsoTau26erEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24WPLooseL1IsoEG22erIsoTau26erGsfChi2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24WPLooseL1IsoEG22erIsoTau26erGsfDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24WPLooseL1IsoEG22erIsoTau26erGsfDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24WPLooseL1IsoEG22erIsoTau26erGsfMissingHitsFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24WPLooseL1IsoEG22erIsoTau26erGsfOneOESuperMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24WPLooseL1IsoEG22erIsoTau26erGsfTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24WPLooseL1IsoEG22erIsoTau26erHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24WPLooseL1IsoEG22erIsoTau26erHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle24WPLooseL1IsoEG22erIsoTau26erPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle250CaloIdVTGsfTrkIdTGsfDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle250CaloIdVTGsfTrkIdTGsfDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle250CaloIdVTPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle25WPTightClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle25WPTightEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle25WPTightGsfChi2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle25WPTightGsfDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle25WPTightGsfDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle25WPTightGsfMissingHitsFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle25WPTightGsfOneOEMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle25WPTightGsfTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle25WPTightHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle25WPTightHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle25WPTightPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle25erWPTightClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle25erWPTightEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle25erWPTightGsfChi2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle25erWPTightGsfDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle25erWPTightGsfDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle25erWPTightGsfMissingHitsFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle25erWPTightGsfOneOEMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle25erWPTightGsfTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle25erWPTightHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle25erWPTightHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle25erWPTightPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27CaloIdLGsfTrkIdVLDEtaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27CaloIdLGsfTrkIdVLDEtaUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27CaloIdLGsfTrkIdVLDPhiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27CaloIdLGsfTrkIdVLDPhiUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27CaloIdLPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27CaloIdLPixelMatchUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27HighEtaEle20ClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27HighEtaEle20ClusterShapeUnseededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27HighEtaEle20DetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27HighEtaEle20DphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27HighEtaEle20EcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27HighEtaEle20EcalIsoFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27HighEtaEle20EtFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27HighEtaEle20HEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27HighEtaEle20HEFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27HighEtaEle20HcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27HighEtaEle20HcalIsoFilterUnseeded"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27HighEtaEle20Mass55Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27HighEtaEle20OneOEMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27HighEtaEle20PixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27HighEtaEle20TrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27WPTightClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27WPTightClusterShapeL1TauJetSeededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27WPTightEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27WPTightEcalIsoL1TauJetSeededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27WPTightGsfChi2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27WPTightGsfChi2L1TauJetSeededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27WPTightGsfDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27WPTightGsfDetaL1TauJetSeededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27WPTightGsfDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27WPTightGsfDphiL1TauJetSeededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27WPTightGsfMissingHitsFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27WPTightGsfMissingHitsL1TauJetSeededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27WPTightGsfOneOEMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27WPTightGsfOneOEMinusOneOPL1TauJetSeededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27WPTightGsfTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27WPTightGsfTrackIsoL1TauJetSeededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27WPTightHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27WPTightHEL1TauJetSeededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27WPTightHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27WPTightHcalIsoL1TauJetSeededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27WPTightPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27WPTightPixelMatchL1TauJetSeededFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27erWPLooseClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27erWPLooseEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27erWPLooseGsfChi2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27erWPLooseGsfDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27erWPLooseGsfDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27erWPLooseGsfMissingHitsFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27erWPLooseGsfOneOEMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27erWPLooseGsfTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27erWPLooseHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27erWPLooseHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27erWPLoosePixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27erWPTightClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27erWPTightEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27erWPTightGsfChi2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27erWPTightGsfDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27erWPTightGsfDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27erWPTightGsfMissingHitsFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27erWPTightGsfOneOEMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27erWPTightGsfTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27erWPTightHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27erWPTightHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27erWPTightPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27noerWPLooseClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27noerWPLooseEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27noerWPLooseGsfChi2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27noerWPLooseGsfDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27noerWPLooseGsfDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27noerWPLooseGsfMissingHitsFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27noerWPLooseGsfOneOEMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27noerWPLooseGsfTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27noerWPLooseHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27noerWPLooseHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle27noerWPLoosePixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle300CaloIdVTGsfTrkIdTGsfDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle300CaloIdVTGsfTrkIdTGsfDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle300CaloIdVTPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle30WPTightClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle30WPTightEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle30WPTightGsfChi2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle30WPTightGsfDetaFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle30WPTightGsfDphiFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle30WPTightGsfMissingHitsFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle30WPTightGsfOneOEMinusOneOPFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle30WPTightGsfTrackIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle30WPTightHEFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle30WPTightHcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle30WPTightPixelMatchFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle30erWPTightClusterShapeFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle30erWPTightEcalIsoFilter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle30erWPTightGsfChi2Filter"   ""                "HLT"     
trigger::TriggerFilterObjectWithRefs   "hltEle30erWPTightGsfDetaFilter"   ""                "HLT"     
